study_accession	n_samples	n_host_populated	pct_host_complete	n_distinct_hosts	distinct_host_list	sample_host_pattern	seq_type_mix	n_distinct_seq_types	has_genomic	n_genomic	host_pattern_confirmed	host_pattern_llm_note
PRJNA695396	39	39	1.0	1	Hypophthalmichthys nobilis	UNIFORM	METAGENOMIC:39	1	False	0	UNIFORM	
PRJNA699146	48	48	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:48	1	False	0	UNIFORM	
PRJNA699440	1	1	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA699677	29	29	1.0	1	Bombus terrestris	UNIFORM	METAGENOMIC:29	1	False	0	UNIFORM	
PRJNA704780	8	8	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:8	1	False	0	UNIFORM	
PRJNA706869	18	18	1.0	1	Capra hircus	UNIFORM	METAGENOMIC:18	1	False	0	UNIFORM	
PRJNA712972	6	6	1.0	1	C57BL/6J	UNIFORM	METAGENOMIC:6	1	False	0	UNIFORM	
PRJNA714611	1	0	0.0	0		NO_HOST_DATA	METAGENOMIC:1	1	False	0	NO_HOST_DATA	
PRJNA715601	662	662	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:662	1	False	0	UNIFORM	
PRJNA715658	751	751	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:751	1	False	0	UNIFORM	
PRJNA717669	12	12	1.0	2	Rattus norvegicus; Rattus rattus	DIVERSE	METAGENOMIC:12	1	False	0	DIVERSE	Two distinct rat species: Norway rat and black rat are genuinely different animals.
PRJNA718160	28	28	1.0	2	Macaca mulatta; Rhinopithecus roxellana	DIVERSE	METAGENOMIC:28	1	False	0	DIVERSE	Two distinct primate species: rhesus macaque and golden snub-nosed monkey are different animals, not variants of one species.
PRJNA718322	30	30	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:30	1	False	0	UNIFORM	
PRJNA721002	51	0	0.0	0		NO_HOST_DATA	METAGENOMIC:51	1	False	0	NO_HOST_DATA	
PRJNA721235	4	4	1.0	1	Romerolagus diazi	UNIFORM	METAGENOMIC:4	1	False	0	UNIFORM	
PRJNA722063	6	0	0.0	0		NO_HOST_DATA	GENOMIC:6	1	True	6	NO_HOST_DATA	
PRJNA722129	93	93	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:93	1	False	0	UNIFORM	
PRJNA722684	59	59	1.0	1	Alces?alces	UNIFORM	METAGENOMIC:59	1	False	0	UNIFORM	
PRJNA723218	144	144	1.0	2	Bos taurus; Dairy cattle	DIVERSE	METAGENOMIC:120; TRANSCRIPTOMIC:24	2	False	0	UNIFORM	Bos taurus is the Latin name and dairy cattle is the common name for the same domesticated bovine species.
PRJNA723283	65	30	0.462	1	Anas platyrhynchos	UNIFORM_WITH_GAPS	METAGENOMIC:35; OTHER:30	2	False	0	UNIFORM_WITH_GAPS	
PRJNA723444	17	17	1.0	1	Mice	UNIFORM	METAGENOMIC:17	1	False	0	UNIFORM	
PRJNA723631	27	27	1.0	2	Gallus gallus; Raphanus sativus	DIVERSE	METAGENOMIC:27	1	False	0	DIVERSE	Gallus gallus (chicken) and Raphanus sativus (radish) are two genuinely different organisms from different kingdoms (animal vs plant).
PRJNA726842	7	7	1.0	1	Macaca mulatta	UNIFORM	METAGENOMIC:7	1	False	0	UNIFORM	
PRJNA728091	7	7	1.0	1	Cow-dung	UNIFORM	METAGENOMIC:7	1	False	0	UNIFORM	
PRJNA728379	14	0	0.0	0		NO_HOST_DATA	METAGENOMIC:14	1	False	0	NO_HOST_DATA	
PRJNA728669	1	1	1.0	1	Hermetia illucens	UNIFORM	GENOMIC:1	1	True	1	UNIFORM	
PRJNA729899	31	31	1.0	1	Mus musculus	UNIFORM	GENOMIC:31	1	True	31	UNIFORM	
PRJNA730677	70	70	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:58; GENOMIC:12	2	True	12	UNIFORM	
PRJNA730805	30	30	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:30	1	False	0	UNIFORM	
PRJNA731974	12	12	1.0	1	Mus musculus	UNIFORM	GENOMIC:12	1	True	12	UNIFORM	
PRJNA732531	48	48	1.0	46	Alyscotermes sp.; Astalotermes quietus; Calcaritermes temnocephalus; Coatitermes kartaboensis; Constrictotermes cavifrons; Coptotermes formosanus; Cornitermes pugnax; Crepititermes verruculosus; Cryptotermes cavifrons; Cryptotermes dudleyi; Cylindrotermes parvignathus; Dicuspiditermes spinitibialis; Euhamitermes sp.; Furculitermes sp.; Globitermes sulphureus; Glyptotermes sp.; Hodotermes mossambicus; Hodotermopsis sjostedti; Incisitermes marginipennis; Incisitermes snyderi; Jugositermes tuberculatus; Kalotermes flavicollis; Macrotermes cf. amplus; Mastotermes darwiniensis; Microcerotermes sp.; Nasutitermes ephratae; Nasutitermes lujae; Neocapritermes taracua; Neotermes castaneus; Neotermes cubanus; Neotermes meruensis; Odontotermes sp.; Palmitermes impostor; Polyspathotermes sulcifrons; Porotermes adamsoni; Porotermes quadricollis; Procryptotermes leewardensis; Procubitermes undulans; Promirotermes sp.; Prorhinotermes canalifrons; Reticulitermes flavipes; Roisinitermes ebogoensis; Sphaerotermes sphaerothorax; Spinitermes trispinosus; Trinervitermes sp.; Zootermopsis nevadensis	DIVERSE	METAGENOMIC:48	1	False	0	DIVERSE	46 distinct termite species from multiple genera across Isoptera; this is a genuine multi-host comparative metagenomics study.
PRJNA734100	23	18	0.783	1	swine	UNIFORM_WITH_GAPS	METAGENOMIC:23	1	False	0	UNIFORM_WITH_GAPS	
PRJNA734104	8	8	1.0	1	Mouse	UNIFORM	METAGENOMIC:8	1	False	0	UNIFORM	
PRJNA734720	79	79	1.0	1	rats	UNIFORM	METAGENOMIC:79	1	False	0	UNIFORM	
PRJNA734860	343	343	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:343	1	False	0	UNIFORM	
PRJNA736861	33	33	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:33	1	False	0	UNIFORM	
PRJNA737271	40	20	0.5	1	Sus scrofa	UNIFORM_WITH_GAPS	METAGENOMIC:40	1	False	0	UNIFORM_WITH_GAPS	
PRJNA738554	24	24	1.0	1	C57BL/6 mouse	UNIFORM	METAGENOMIC:24	1	False	0	UNIFORM	
PRJNA738608	107	107	1.0	1	Canis lupus familiaris	UNIFORM	METAGENOMIC:107	1	False	0	UNIFORM	
PRJNA738684	52	52	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:52	1	False	0	UNIFORM	
PRJNA739153	20	20	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:20	1	False	0	UNIFORM	
PRJNA741606	43	43	1.0	1	Capra hircus	UNIFORM	METAGENOMIC:43	1	False	0	UNIFORM	
PRJNA741607	59	59	1.0	1	rat	UNIFORM	METAGENOMIC:59	1	False	0	UNIFORM	
PRJNA741822	123	123	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:123	1	False	0	UNIFORM	
PRJNA741980	28	28	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:28	1	False	0	UNIFORM	
PRJNA744213	297	297	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:297	1	False	0	UNIFORM	
PRJNA744219	16	16	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:16	1	False	0	UNIFORM	
PRJNA744378	30	30	1.0	1	Rhodnius prolixus	UNIFORM	METAGENOMIC:30	1	False	0	UNIFORM	
PRJNA748109	5	5	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:5	1	False	0	UNIFORM	
PRJNA750156	46	0	0.0	0		NO_HOST_DATA	METAGENOMIC:46	1	False	0	NO_HOST_DATA	
PRJNA750644	6	6	1.0	2	Pardosa agraria; Pardosa laura	DIVERSE	METAGENOMIC:6	1	False	0	DIVERSE	Two distinct Pardosa spider species, not variants of the same animal.
PRJNA751718	2	2	1.0	1	Vespa mandarinia	UNIFORM	METAGENOMIC:2	1	False	0	UNIFORM	
PRJNA752224	20	0	0.0	0		NO_HOST_DATA	METAGENOMIC:20	1	False	0	NO_HOST_DATA	
PRJNA753312	24	24	1.0	2	Bos taurus; Mus musculus	DIVERSE	METAGENOMIC:24	1	False	0	DIVERSE	Cattle and mouse are two distinct mammalian species from different families.
PRJNA755866	10	10	1.0	6	Bat; Myotis brandtii; Myotis dasycneme; Myotis daubentonii; Nyctalus noctula; Pippistrellus nathusii	DIVERSE	METAGENOMIC:10	1	False	0	DIVERSE	Five distinct bat species; 'Bat' is a general term containing them but the specific species names represent genuinely different animals.
PRJNA756556	38	38	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:38	1	False	0	UNIFORM	
PRJNA757176	12	12	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA757579	162	162	1.0	1	mouse	UNIFORM	METAGENOMIC:162	1	False	0	UNIFORM	
PRJNA758898	16	16	1.0	1	Felis catus	UNIFORM	METAGENOMIC:16	1	False	0	UNIFORM	
PRJNA760651	10	10	1.0	1	Jinhua pig	UNIFORM	METAGENOMIC:10	1	False	0	UNIFORM	
PRJNA761967	84	84	1.0	1	Gallus gallus domesticus	UNIFORM	METAGENOMIC:84	1	False	0	UNIFORM	
PRJNA763692	1859	1859	1.0	3	Homo sapiens; archaeon; bacterium	DIVERSE	METAGENOMIC:1859	1	False	0	DIVERSE	Homo sapiens is a eukaryotic animal, while archaea and bacteria are distinct prokaryotic domains; these represent genuinely different biological entities.
PRJNA769425	18	18	1.0	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:18	1	False	0	UNIFORM	
PRJNA769748	70	70	1.0	1	mouse	UNIFORM	METAGENOMIC:70	1	False	0	UNIFORM	
PRJNA769968	222	222	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:222	1	False	0	UNIFORM	
PRJNA770101	71	71	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:71	1	False	0	UNIFORM	
PRJNA772288	4	4	1.0	4	Domestic animals; Domestic dog; Soil; Water	DIVERSE	METAGENOMIC:3; GENOMIC:1	2	True	1	DIVERSE	Domestic dog is an animal, while Soil and Water are non-animal environmental samples, representing genuinely different sample types.
PRJNA772888	18	18	1.0	2	Lutra lutra; Prionailurus bengalensis	DIVERSE	METAGENOMIC:18	1	False	0	DIVERSE	Eurasian otter and flat-headed cat are two distinct carnivoran species from different families.
PRJNA773596	83	83	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:83	1	False	0	UNIFORM	
PRJNA777422	16	0	0.0	0		NO_HOST_DATA	METAGENOMIC:16	1	False	0	NO_HOST_DATA	
PRJNA777737	26	26	1.0	1	Ochotona curzoniae	UNIFORM	METAGENOMIC:26	1	False	0	UNIFORM	
PRJNA778431	12	12	1.0	1	swine	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA778925	27	0	0.0	0		NO_HOST_DATA	METAGENOMIC:27	1	False	0	NO_HOST_DATA	
PRJNA779106	236	236	1.0	2	delivery room; piglet	DIVERSE	METAGENOMIC:236	1	False	0	UNIFORM	'delivery room' is a location label, not a host species; piglet is the actual animal host, with inconsistent labeling across samples.
PRJNA779845	80	80	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:80	1	False	0	UNIFORM	
PRJNA782061	6	6	1.0	1	Ctenopharyngodon idella	UNIFORM	METAGENOMIC:6	1	False	0	UNIFORM	
PRJNA782533	79	0	0.0	0		NO_HOST_DATA	METAGENOMIC:79	1	False	0	NO_HOST_DATA	
PRJNA783381	32	32	1.0	32	sheep101; sheep102; sheep103; sheep104; sheep105; sheep106; sheep107; sheep108; sheep109; sheep110; sheep111; sheep112; sheep113; sheep114; sheep115; sheep116; sheep117; sheep118; sheep119; sheep120; sheep121; sheep122; sheep123; sheep124; sheep125; sheep126; sheep127; sheep128; sheep129; sheep130; sheep131; sheep132	DIVERSE	METAGENOMIC:32	1	False	0	DIVERSE	Numbered individual sheep (sheep101-sheep132) represent 32 distinct animal specimens, a genuine multi-host study.
PRJNA784741	28	28	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:28	1	False	0	UNIFORM	
PRJNA786358	2	2	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:2	1	False	0	UNIFORM	
PRJNA786887	40	40	1.0	1	Felis catus	UNIFORM	METAGENOMIC:40	1	False	0	UNIFORM	
PRJNA787384	24	24	1.0	1	Rhinopithecus bieti	UNIFORM	METAGENOMIC:24	1	False	0	UNIFORM	
PRJNA787952	155	155	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:155	1	False	0	UNIFORM	
PRJNA788462	216	216	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:216	1	False	0	UNIFORM	
PRJNA788958	135	135	1.0	1	Equus caballus	UNIFORM	METAGENOMIC:135	1	False	0	UNIFORM	
PRJNA788972	2	2	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:2	1	False	0	UNIFORM	
PRJNA792023	29	29	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:29	1	False	0	UNIFORM	
PRJNA792486	45	45	1.0	2	Black goat; Wuzhishanpig	DIVERSE	METAGENOMIC:45	1	False	0	DIVERSE	Black goat (Capra aegagrus hircus) and Wuzhishanpig (Sus scrofa) are two distinct species from different genera.
PRJNA793776	130	130	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:130	1	False	0	UNIFORM	
PRJNA794972	1	0	0.0	0		NO_HOST_DATA	METAGENOMIC:1	1	False	0	NO_HOST_DATA	
PRJNA795985	290	290	1.0	1	Homo sapiens	UNIFORM	GENOMIC:290	1	True	290	UNIFORM	
PRJNA796172	48	48	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:48	1	False	0	UNIFORM	
PRJNA798875	2	2	1.0	2	broiler; layer	DIVERSE	METAGENOMIC:2	1	False	0	DIVERSE	Broiler and layer are distinct chicken phenotypes bred for different purposes (meat vs egg production), representing functionally different animal types despite same species.
PRJNA799796	40	40	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:40	1	False	0	UNIFORM	
PRJNA801062	10	10	1.0	1	Rattus norvegicus	UNIFORM	METAGENOMIC:10	1	False	0	UNIFORM	
PRJNA801070	14	14	1.0	1	Zophobas morio	UNIFORM	METAGENOMIC:14	1	False	0	UNIFORM	
PRJNA801645	12	12	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA801914	24	24	1.0	1	piglet	UNIFORM	METAGENOMIC:24	1	False	0	UNIFORM	
PRJNA804100	53	53	1.0	3	Control; Lampsilis cardium; Micropterus salmoides	DIVERSE	METAGENOMIC:53	1	False	0	DIVERSE	Two distinct fish/mollusk species from different taxonomic families; 'Control' is a treatment label, not a host animal.
PRJNA805352	1	1	1.0	1	Cnaphalocrocis medinalis	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA806371	5	5	1.0	1	Danio rerio	UNIFORM	METAGENOMIC:5	1	False	0	UNIFORM	
PRJNA806482	18	18	1.0	1	RAT	UNIFORM	METAGENOMIC:18	1	False	0	UNIFORM	
PRJNA807368	12	12	1.0	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA809514	36	0	0.0	0		NO_HOST_DATA	METAGENOMIC:36	1	False	0	NO_HOST_DATA	
PRJNA809764	132	132	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:127; TRANSCRIPTOMIC:5	2	False	0	UNIFORM	
PRJNA811648	16	0	0.0	0		NO_HOST_DATA	GENOMIC:16	1	True	16	NO_HOST_DATA	
PRJNA811727	96	96	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:96	1	False	0	UNIFORM	
PRJNA812273	1	1	1.0	1	Nomascus hainanus	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA812583	12	12	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA813004	10	10	1.0	2	Angus cattle; Xinjiang brown cattle	DIVERSE	METAGENOMIC:10	1	False	0	DIVERSE	Two distinct cattle breeds representing different genetic lineages and geographic origins.
PRJNA814825	15	15	1.0	2	Equus hemionus hemionus; Equus przewalskii	DIVERSE	METAGENOMIC:15	1	False	0	DIVERSE	Two distinct Equus species: E. hemionus (Asian wild ass) and E. przewalskii (Przewalski's horse) are different animals.
PRJNA815745	222	222	1.0	1	Sow	UNIFORM	METAGENOMIC:222	1	False	0	UNIFORM	
PRJNA816829	9	0	0.0	0		NO_HOST_DATA	METAGENOMIC:9	1	False	0	NO_HOST_DATA	
PRJNA818062	45	45	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:45	1	False	0	UNIFORM	
PRJNA820553	15	9	0.6	3	Equus asinus; bird; herbivore	DIVERSE_AND_SPARSE	METAGENOMIC:15	1	False	0	DIVERSE_AND_SPARSE	Equus asinus (donkey) and bird are two genuinely different animal species; 'herbivore' is a general term that applies to donkeys but does not resolve the contradiction between mammals and birds.
PRJNA821230	16	16	1.0	1	Felis catus	UNIFORM	METAGENOMIC:16	1	False	0	UNIFORM	
PRJNA821272	30	30	1.0	1	Mice	UNIFORM	METAGENOMIC:30	1	False	0	UNIFORM	
PRJNA821505	156	156	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:156	1	False	0	UNIFORM	
PRJNA821641	77	75	0.974	1	Sus scrofa	UNIFORM	METAGENOMIC:77	1	False	0	UNIFORM	
PRJNA822495	3	3	1.0	1	shrimp	UNIFORM	METAGENOMIC:3	1	False	0	UNIFORM	
PRJNA822929	10	10	1.0	1	Bos grunniens	UNIFORM	METAGENOMIC:10	1	False	0	UNIFORM	
PRJNA823519	16	16	1.0	2	Cyprinus carpio; Sus scrofa	DIVERSE	METAGENOMIC:16	1	False	0	DIVERSE	Common carp and domestic pig are two distinct species from different families.
PRJNA825121	3	3	1.0	1	shrimp	UNIFORM	METAGENOMIC:3	1	False	0	UNIFORM	
PRJNA825132	3	3	1.0	1	shrimp	UNIFORM	METAGENOMIC:3	1	False	0	UNIFORM	
PRJNA825133	6	4	0.667	2	Gallus gallus; misssing	DIVERSE_AND_SPARSE	METAGENOMIC:6	1	False	0	UNIFORM_WITH_GAPS	'missing' is a data annotation error, not a host label; only Gallus gallus is a genuine host label.
PRJNA825520	159	159	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:159	1	False	0	UNIFORM	
PRJNA825732	50	50	1.0	1	Anguilla anguilla	UNIFORM	METAGENOMIC:50	1	False	0	UNIFORM	
PRJNA827933	9	9	1.0	1	mouse	UNIFORM	METAGENOMIC:9	1	False	0	UNIFORM	
PRJNA828385	36	12	0.333	1	Sus scrofa	UNIFORM_WITH_GAPS	METAGENOMIC:36	1	False	0	UNIFORM_WITH_GAPS	
PRJNA831632	145	145	1.0	1	Hoolock tianxing	UNIFORM	METAGENOMIC:145	1	False	0	UNIFORM	
PRJNA835973	19	16	0.842	1	rat	UNIFORM	METAGENOMIC:19	1	False	0	UNIFORM	
PRJNA841806	361	361	1.0	2	Environment; Gallus gallus	DIVERSE	METAGENOMIC:361	1	False	0	DIVERSE	Gallus gallus (chicken) is a specific animal species, while 'Environment' represents non-host samples (environmental/inanimate sources), which are genuinely different categories.
PRJNA843079	51	51	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:51	1	False	0	UNIFORM	
PRJNA843354	32	32	1.0	1	Bos taurus	UNIFORM	METAGENOMIC:32	1	False	0	UNIFORM	
PRJNA843963	263	263	1.0	5	Bos taurus; Capra aegagrus hircus; Gallus gallus domesticus; Homo sapiens; Ovis aries	DIVERSE	METAGENOMIC:263	1	False	0	DIVERSE	Five distinct host species from different genera, representing a genuine multi-host comparative study.
PRJNA844176	15	15	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:15	1	False	0	UNIFORM	
PRJNA844237	40	40	1.0	40	RWA-Fecal-Sow1-time1; RWA-Fecal-Sow1-time2; RWA-Fecal-Sow1-time3; RWA-Fecal-Sow1-time4; RWA-Fecal-Sow1-time5; RWA-Fecal-Sow2-time1; RWA-Fecal-Sow2-time2; RWA-Fecal-Sow2-time3; RWA-Fecal-Sow2-time4; RWA-Fecal-Sow2-time5; RWA-Nasal-Sow1-time1; RWA-Nasal-Sow1-time2; RWA-Nasal-Sow1-time3; RWA-Nasal-Sow1-time4; RWA-Nasal-Sow1-time5; RWA-Nasal-Sow2-time1; RWA-Nasal-Sow2-time2; RWA-Nasal-Sow2-time3; RWA-Nasal-Sow2-time4; RWA-Nasal-Sow2-time5; nRWA-Fecal-Sow1-time1; nRWA-Fecal-Sow1-time2; nRWA-Fecal-Sow1-time3; nRWA-Fecal-Sow1-time4; nRWA-Fecal-Sow1-time5; nRWA-Fecal-Sow2-time1; nRWA-Fecal-Sow2-time2; nRWA-Fecal-Sow2-time3; nRWA-Fecal-Sow2-time4; nRWA-Fecal-Sow2-time5; nRWA-Nasal-Sow1-time1; nRWA-Nasal-Sow1-time2; nRWA-Nasal-Sow1-time3; nRWA-Nasal-Sow1-time4; nRWA-Nasal-Sow1-time5; nRWA-Nasal-Sow2-time1; nRWA-Nasal-Sow2-time2; nRWA-Nasal-Sow2-time3; nRWA-Nasal-Sow2-time4; nRWA-Nasal-Sow2-time5	DIVERSE	METAGENOMIC:40	1	False	0	UNIFORM	All labels describe the same species (domestic pig/sow) across two individual animals (Sow1, Sow2), two sample types (Fecal, Nasal), two treatment groups (RWA, nRWA), and five timepoints—purely metadata stratification of one host species.
PRJNA844935	16	16	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:16	1	False	0	UNIFORM	
PRJNA845803	12	12	1.0	12	Grainfed Angus 1; Grainfed Angus 2; Grainfed Angus 3; Grainfed Angus 4; Grainfed Angus 5; Grainfed Angus 6; Grassfed Angus 1; Grassfed Angus 2; Grassfed Angus 3; Grassfed Angus 4; Grassfed Angus 5; Grassfed Angus 6	DIVERSE	METAGENOMIC:12	1	False	0	UNIFORM	All labels refer to Angus cattle differing only by diet (grainfed vs grassfed) and individual numbering, not distinct animals.
PRJNA847006	60	60	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:60	1	False	0	UNIFORM	
PRJNA847183	24	24	1.0	5	Balaenoptera borealis; Homo sapiens; Physeter catodon; Sus scrofa domesticus; Vicugna pacos	DIVERSE	METAGENOMIC:24	1	False	0	DIVERSE	Five distinct mammalian species from different orders; this is a genuine multi-host comparative study.
PRJNA847753	8	8	1.0	1	seagull	UNIFORM	METAGENOMIC:8	1	False	0	UNIFORM	
PRJNA848116	82	0	0.0	0		NO_HOST_DATA	METAGENOMIC:82	1	False	0	NO_HOST_DATA	
PRJNA848403	8	8	1.0	1	seagull	UNIFORM	METAGENOMIC:8	1	False	0	UNIFORM	
PRJNA849257	24	24	1.0	1	Canis lupus familiaris	UNIFORM	METAGENOMIC:24	1	False	0	UNIFORM	
PRJNA849401	8	8	1.0	1	seagull	UNIFORM	METAGENOMIC:8	1	False	0	UNIFORM	
PRJNA852373	5	5	1.0	2	Gallus gallus domesticus; Homo sapiens	DIVERSE	METAGENOMIC:5	1	False	0	DIVERSE	Chicken and human are two distinct animal species.
PRJNA853153	12	12	1.0	2	Bacillota; Bacteroidota	DIVERSE	METAGENOMIC:12	1	False	0	DIVERSE	Bacillota and Bacteroidota are distinct bacterial phyla, representing genuinely different microbial organisms.
PRJNA855128	26	0	0.0	0		NO_HOST_DATA	METAGENOMIC:26	1	False	0	NO_HOST_DATA	
PRJNA855286	30	30	1.0	1	Suidae	UNIFORM	METAGENOMIC:30	1	False	0	UNIFORM	
PRJNA861020	36	36	1.0	2	Canis lupus familiaris; Felis catus	DIVERSE	METAGENOMIC:36	1	False	0	DIVERSE	Dog and cat are two distinct species from different families (Canidae vs Felidae).
PRJNA861716	359	359	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:359	1	False	0	UNIFORM	
PRJNA861719	30	30	1.0	1	Coturnix	UNIFORM	METAGENOMIC:30	1	False	0	UNIFORM	
PRJNA862309	12	12	1.0	1	Penaeus vannamei	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA862908	151	151	1.0	1	Homo sapiens	UNIFORM	METAGENOMIC:151	1	False	0	UNIFORM	
PRJNA863566	6	6	1.0	1	mice	UNIFORM	METAGENOMIC:6	1	False	0	UNIFORM	
PRJNA865396	6	6	1.0	1	Eriocheir sinensis	UNIFORM	METAGENOMIC:6	1	False	0	UNIFORM	
PRJNA865544	1	1	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA872265	119	98	0.824	1	Ailuropoda melanoleuca	UNIFORM	METAGENOMIC:105; METATRANSCRIPTOMIC:14	2	False	0	UNIFORM	
PRJNA873123	32	32	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:32	1	False	0	UNIFORM	
PRJNA874173	9	9	1.0	9	Alpha-synuclein transgenic c57bl/10 mice; Alpha-synuclein transgenic c57bl/11 mice; Alpha-synuclein transgenic c57bl/6 mice; Alpha-synuclein transgenic c57bl/7 mice; Alpha-synuclein transgenic c57bl/8 mice; Alpha-synuclein transgenic c57bl/9 mice; C57BL/6; C57BL/7; C57BL/8	DIVERSE	METAGENOMIC:9	1	False	0	UNIFORM	All labels refer to C57BL/6 mice with Alpha-synuclein transgene; the numerical suffixes (6-11) are likely different transgenic lines or substrains of the same C57BL/6 background, not distinct animals.
PRJNA874500	4	4	1.0	1	Gallus gallus	UNIFORM	METAGENOMIC:4	1	False	0	UNIFORM	
PRJNA875084	3	3	1.0	1	Mustela putorius	UNIFORM	METAGENOMIC:3	1	False	0	UNIFORM	
PRJNA876316	1	1	1.0	1	Ruminococcus sp.	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA876956	12	12	1.0	1	Nannospalax galili	UNIFORM	METAGENOMIC:12	1	False	0	UNIFORM	
PRJNA877780	15	15	1.0	1	Mus musculus feces	UNIFORM	METAGENOMIC:15	1	False	0	UNIFORM	
PRJNA878467	1	1	1.0	1	wildlife	UNIFORM	METAGENOMIC:1	1	False	0	UNIFORM	
PRJNA880353	86	86	1.0	1	Equus caballus	UNIFORM	METAGENOMIC:86	1	False	0	UNIFORM	
PRJNA881985	119	119	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:119	1	False	0	UNIFORM	
PRJNA883557	20	20	1.0	1	Rattus norvegicus	UNIFORM	METAGENOMIC:20	1	False	0	UNIFORM	
PRJNA884830	1	0	0.0	0		NO_HOST_DATA	METAGENOMIC:1	1	False	0	NO_HOST_DATA	
PRJNA886985	167	167	1.0	1	mouse	UNIFORM	GENOMIC:167	1	True	167	UNIFORM	
PRJNA888429	23	23	1.0	1	Sus scrofa	UNIFORM	METAGENOMIC:23	1	False	0	UNIFORM	
PRJNA890321	28	28	1.0	2	Cygnus atratus; Cygnus cygnus	DIVERSE	METAGENOMIC:28	1	False	0	DIVERSE	Black swan and whooper swan are two distinct Cygnus species, not variants of one animal.
PRJNA892774	26	26	1.0	1	Mus musculus	UNIFORM	METAGENOMIC:26	1	False	0	UNIFORM	
PRJNA894152	82	82	1.0	2	Gallus gallus domesticus; Homo sapiens	DIVERSE	METAGENOMIC:82	1	False	0	DIVERSE	Chicken and human are two entirely different species; this is a genuine multi-host study.
PRJNA894343	60	36	0.6	1	Sus scrofa	UNIFORM_WITH_GAPS	METAGENOMIC:60	1	False	0	UNIFORM_WITH_GAPS	
PRJNA898082	51	51	1.0	1	beagle	UNIFORM	METAGENOMIC:51	1	False	0	UNIFORM	
PRJNA899060	57	57	1.0	1	Sus scrofa domesticus	UNIFORM	METAGENOMIC:57	1	False	0	UNIFORM	
